"score","text","date","version"
1,"User servis buruk, aplikasi sering eror padahal monopoli 🥲","2024-04-27T09:55:50.353Z","4.3.1"
5,"Oke","2024-04-27T09:18:13.700Z","4.3.1"
1,"Verifikasi terlalu lama sehingga membuang buang waktu Di kirim email tanya tentang verifikasi gak ada jawaban","2024-04-27T02:45:08.325Z","4.3.1"
2,"Perbaiki lgi, kadang gak bisa scan.","2024-04-27T02:30:27.620Z","4.3.1"
1,"Selalu error saat menghubungkan pembayaran, jadi gimana bayarnya?","2024-04-27T01:50:22.503Z","4.3.1"
1,"Rata-rata semua pelayanan pom bensi jelek, kadang ngomong ga ada aplikasinya kadang ngomong eror!","2024-04-27T01:36:25.726Z","4.3.1"
5,"ok","2024-04-27T00:25:25.579Z","4.3.1"
1,"Aplikasi menyulitkan warga sendiri","2024-04-26T16:46:14.358Z","3.7.5"
1,"Sudah daftar dgn nomor HP dan pin, begitu mau login ada info nomor HP/Pin salah.... aneh ini aplikasi","2024-04-26T16:06:29.854Z","4.3.1"
5,"Bagus","2024-04-26T14:59:55.796Z","3.7.7"
5,"Baik","2024-04-26T13:07:47.627Z","4.3.1"
5,"Mudah digunakan dan yg paling enak adalah bisa tersambung ke saldo LinkAja. Konsisten ✨","2024-04-26T12:30:09.855Z","4.3.1"
2,"Tambahkan fitur riwayat isi bbm walaupun tidak menggunakan aplikasi, toh sekarang tiap isi bbm pegawai nya suka menginput nopol erlebih dahulu, ahar bisa memudahkan kita meliht riwayat pengisian bbm dimana saja","2024-04-26T08:50:40.910Z",
1,"aplikasi busuk.!!! bisa data dr website sama aplikasi g sinkron... menyusahkan rakyat aja tau kalian!!!!","2024-04-26T08:10:31.319Z","4.3.1"
5,"Mantap","2024-04-26T07:22:43.657Z","4.3.1"
5,"Baguss.. semoga terus dikembangkan","2024-04-26T06:53:39.114Z","4.3.1"
5,"Teriamakasih, sejauh ini berjalan lancar Semoga semakin update dan memudahkan pengguna Sukses selalu MyPertamina 🙏","2024-04-26T06:49:41.482Z","4.3.1"
5,"Alhamdulillah memudahkan sekali, apalagi banyak promonya😍","2024-04-26T04:54:36.189Z","4.3.1"
5,"Bagus kak","2024-04-26T04:30:51.182Z","4.3.1"
5,"Membantu sekali saat gag bawa uang cash.... Tingkatkan terus dong Promo-promonya ❤️","2024-04-26T03:44:17.480Z","4.3.1"
5,"Keren banget aplikasinya","2024-04-26T03:44:15.675Z","4.3.1"
5,"Aplikasi Mypertamina memudahkan banget saat beli bbm di SPBU dengan pembayaran link aja selalu ada promo menarik dan poinnya bisa ditukarkan dengan berbagai benefit yang sangat bermanfaat 😍🙌🏻","2024-04-26T03:27:50.110Z","4.3.1"
5,"Bagus","2024-04-26T03:23:56.130Z","4.3.1"
5,"goodddddd!!!!","2024-04-26T03:18:33.321Z",
4,"Cukup mudah dan enak pelayanannya🙏🏾","2024-04-26T02:59:22.957Z",
1,"Aplikasi parah,, kenapa susah bener cari yg kerjasama kebanyakan eror semua,, untuk apa buat aplikasi kalo menyulitkan konsumen.. Kami beli bukan meminta..","2024-04-26T02:48:56.166Z",
1,"Aplikasi jelek banget mau login aja ga bisa2","2024-04-26T00:03:23.215Z","4.3.1"
1,"Aplikasi ini, tidak tanggap,terkesan Loyo","2024-04-25T18:10:37.839Z","4.3.1"
5,"Mantappo...praktis","2024-04-25T15:15:17.395Z","4.2.4"
5,"Terbaik","2024-04-25T03:03:55.136Z",
4,"Nomor bk diganti dengan No baru","2024-04-25T02:53:13.935Z","4.3.0"
1,"Mohon diperbaiki","2024-04-25T02:04:46.956Z","4.3.0"
1,"edc di spbu sering bermasalah, akhirnya kita nggak dapat poin.","2024-04-25T00:06:46.119Z","4.3.1"
1,"Gaya nya pengen serba aplikasi, Bikin aplikasinya aja gak becus, eror terus. Memalukan.","2024-04-24T13:31:22.518Z",
1,"Gak bisa masuk, salah PIN terus padahal sudah sesuai dengan PIN yg dibuat, tolong ya buat Aplikasi jg asal kaya gini","2024-04-24T12:12:44.901Z","4.3.1"
1,"Terlalu besar,ukuran..2gb Tidak sesuai dengan ukuran sebesar itu isinya gak ada perubahan,","2024-04-24T11:24:15.643Z",
1,"Sering trobel","2024-04-24T09:04:20.903Z","4.3.1"
1,"Sudah daftar, pas mau login malah salah pin padahal nomornya sudah benar. Gini amat aplikasi bumn","2024-04-24T05:49:08.775Z","4.3.1"
1,"Bangke, bengek, aplikasinya suruh foto stnk tapi ga bisa.","2024-04-24T03:23:31.752Z","4.3.1"
5,"Ok","2024-04-24T03:05:49.943Z","4.3.0"
1,"Sekarang my pertamina makin sulit,nunggu verifikasi sampai 14 hari kerja,jadi saya yg mau kerja harus nunggu sampai 14 hari baru kerja! Jd keluarga saya mau makan apa selama 14 hari !kalo saya gak bisa ngisi BBM saya kan jadi gak bisa kerja..","2024-04-24T02:41:48.298Z",
1,"Aplikasi paling nyebelin nyusahin rakyat aja","2024-04-24T02:38:29.647Z","4.3.1"
2,"Data nomor ponsel saya bocor di dark web dari aplikasi ini.","2024-04-24T02:11:02.439Z",
1,"Tambah ribet tambah bikin macet tambah bikin antrian panjang","2024-04-23T23:39:50.931Z","4.3.1"
1,"Ngga ada metode pembayaran pakai DANA . Ngisi bbm pakai barcode terus tp ngga ada tambahan point 1 pun .. Dan lagi setelah update malah makin lemot ...","2024-04-23T05:33:17.449Z",
5,"Ok","2024-04-23T05:02:43.678Z","4.2.4"
1,"Memang gak bener ini Pertamina pake segala barcode","2024-04-23T02:00:41.904Z","4.3.1"
1,"Gabisa login gopay gajelas banget kontoll","2024-04-22T21:16:18.321Z","4.3.1"
1,"Apaan gak bisa menghubungkan lewat ovo sama gopay.. Serius napa bikin aplikasi min.. Kacau","2024-04-22T19:10:23.807Z",
1,"Barcode diminta petugas SPBU untuk di scan, kemudian diminta barcode lagi dan di scan lagi, mengakibatkan terjadinya sedang transaksi, jadi saya harus menunggu katanya 30 menit akibat kesalahan petugas. Sungguh tidak profesional","2024-04-22T17:27:30.695Z","4.3.1"
5,"Ok","2024-04-22T14:43:50.200Z","4.3.1"
1,"Sudah seminggu ini Qr code tidak bisa digunakan, padahal bulan"" sebelumnya tak pernah ada kendala, tilong solusinya,","2024-04-22T12:38:51.910Z",
1,"Syulit","2024-04-22T10:31:27.704Z",
5,"Oke","2024-04-22T05:21:51.764Z","4.3.0"
1,"Udah di perbarui malah qr erro teruss","2024-04-22T04:42:02.180Z","4.3.1"
1,"fitur tida legkap","2024-04-22T02:11:05.889Z","4.2.4"
5,"Keren supaya tdk panjang antri bila beli pertalite","2024-04-22T02:01:59.148Z","4.3.1"
1,"Malah tambah sulit pakai apk ini! Banyak error nya!!","2024-04-21T17:39:33.921Z","4.3.1"
5,"8³uÿŕ4{{t,rruùhùÿi","2024-04-21T12:39:19.646Z","4.0.2"
5,"Aneh","2024-04-21T11:25:24.480Z","4.3.1"
5,"Pelayanan nya bagus lebih praktis beli bbm","2024-04-21T07:38:18.572Z","4.3.1"
5,"Coba ok","2024-04-21T05:46:30.591Z","4.3.1"
1,"Apliksi ini sangat mengecewakan pengguna kendaraan subsidi solar , seharus my pertamina mempermuda bagi masarakat pengguna mypertamina...sampai sekarang belum ada jawapan mengapa aplikasi sangat sulit digunakan","2024-04-21T04:31:50.379Z",
5,"Ok","2024-04-20T21:55:07.582Z","4.3.1"
5,"Bagus","2024-04-20T16:19:51.448Z","4.3.0"
1,"Aplikasi apaaa ini","2024-04-20T16:10:23.871Z",
1,"QR code bisa digunakan oleh kendaraan yang plat nomornya tidak sesuai 🤦","2024-04-20T15:46:26.697Z","4.3.1"
1,"Setiap isi BBM selalu pertamax turbo. Tanya petugas SPBU apakah bisa bayar pake mypertamina selalu dijawab alatnya rusak, gangguan, tidak bisa digunakan dan ini terjadi hampir di semua SPBU. Ayo dong SPBU wajib bisa menerima pembayaran pertamax turbo menggunakan aplikasi mypertamina. Kalo ga bisa sekalian saja ga usah jualan pertamax turbo. Terima kasih. Kalo sudah lancar di lapangan akan saya rate bintang 5.","2024-04-20T12:04:32.850Z","4.3.1"
1,"Ribet","2024-04-20T10:55:56.359Z",
1,"Bosen, Terlalu keseringan upgrade...","2024-04-20T10:01:53.775Z","4.3.0"
5,"Mantab","2024-04-20T09:48:27.284Z","4.3.0"
1,"Ribet amat gunakan aplikadi jya mau dpt barcode uda masukan data uda masukan no rangka masi aja susa","2024-04-20T09:13:16.760Z","4.3.1"
1,"Pertamina jarang ada pertalite","2024-04-20T08:14:26.710Z","4.3.1"
4,"Sangat membantu saya","2024-04-20T06:48:53.861Z","4.3.1"
5,"Mantap","2024-04-20T06:35:10.800Z","4.3.1"
1,"Bukanny enak jadi tambah Ribettttt nambah orang susaahhhhh","2024-04-20T06:30:12.333Z","3.7.3"
5,"Sagat mudah","2024-04-20T04:12:43.952Z","4.3.1"
1,"Bug dimana mana . Hubungkan ke kartu kredit atau yang lain nya crash / back sendiri . Daftar subsidi tepat crash . Gak sanggup bayar developer untuk perbaikan bug atau developer nya males malesan . BUMN mencerminkan sekalia sistem nya .","2024-04-20T04:06:42.996Z","4.3.1"
1,"Pas mau login, udah masukin PIN yang benar malah salah terus, nomor teleponnya juga udah benar semua. Malah ngga bisa masuk ke-apknya.... Padahal lagi jalan jauh, pertamaxnya juga lagi habis. Semoga cepat diperbaiki.","2024-04-20T02:53:11.129Z","4.3.1"
1,"APK Gak Jelas. Tunggu Verifikasi Tanpa Kejelasan... masa Iya Nginap di POM... Mau Canggih Sitemnya Gak Jelas","2024-04-20T02:30:33.175Z","4.3.1"
5,"Mantabs","2024-04-20T02:28:42.265Z","4.3.1"
1,"QR solar saya terblokir saya sudah tlfn 135 di minta 5 syarat sudah tak kasih tapi kok gak ada respon,saya cuma QR sya balik itu aja,gara gara itu kerjaan saya jadi terhambat,tolong pengertiannya","2024-04-20T00:14:12.597Z","4.3.1"
1,"Ada masalah apa di tombol masuk nya gk bisa di tekan yah","2024-04-20T00:05:24.580Z",
1,"Ribet","2024-04-19T19:09:53.300Z","4.3.1"
5,"Mantap","2024-04-19T15:51:29.332Z","4.3.1"
1,"Aplikasi stuupid, susah kali masuknya, masak asik session habislah, login, session habis login, update ke update....T444111KKK!!!!!!!!!!","2024-04-19T14:23:04.294Z","4.3.1"
1,"gak jelas,sudah terverifikasi keluar lagi,setiap mau liat baecode harus login lagi, kode otp gak masuk di email, pas ganti email, tapi di kirim kode OTP nya masih di email yg lama, bukannya memudahkan malah bikin emosi tod tod","2024-04-19T13:08:47.816Z","4.3.1"
1,"Aplikasi ngeleg susah dibuka.","2024-04-19T05:40:38.792Z","4.3.1"
1,"MENUNGGU VERIFIKASI BUTUH BERAPA BULAN? DI POM DI PINTA BARCODE. DI APK LAMA NHGOOOK AHH","2024-04-19T01:27:32.332Z","4.3.1"
1,"kenapa di SPBU jl. A Yani kota semarang antrian motor yg bayar cash dan yg bayar pakai aplikasi Mypertamina antrian nya di jadikan satu? percuma donk download aplikasi Mypertamina.","2024-04-19T01:14:37.550Z","4.3.1"
1,"Levelnya pertamina bikin aplikasi ribet dan sampah banget","2024-04-18T17:22:20.440Z",
5,"Mantap","2024-04-18T14:10:47.691Z","4.3.1"
1,"aplikasi buruk. update data di aplikasi tidak mengubah data pada link mypertamina yang diakses lewat komputer.","2024-04-18T10:51:08.263Z","4.3.1"
1,"Saya sudah 2 hari mendaftar tapi belum di verifikasi, gimna mau isi BBM kalo seperti ini, sangat mempersulit, bukannya memudahkan. Tolong doang lebih cepat tanggapan nya","2024-04-18T10:25:03.252Z","4.3.1"
5,"bagaimana cara melihat QR","2024-04-18T10:15:35.396Z","4.3.1"
5,"Sangat mempermudah saat mengisi BBM.","2024-04-18T08:53:26.511Z","4.3.1"
1,"Mau menghubungkan metode pembayaran ke ovo & gopay koq gagal terus, udah dicoba berkali2 dari kemaren","2024-04-18T06:41:19.922Z","4.3.1"
5,"👍👍👍","2024-04-18T03:50:40.954Z","4.3.1"
4,"kelihatannya lebih mudah, tapi masih belum bisa pakai","2024-04-18T02:03:06.267Z","4.3.1"
3,"Tesss","2024-04-17T23:25:18.416Z","4.3.1"
5,"Bagus sekali","2024-04-17T19:15:43.764Z","4.3.1"
3,"Kode QR nya gak bisa diunduh. Kenapa ya...?","2024-04-17T14:32:09.761Z",
2,"ia aiiiiiiiiiuf,,,aay","2024-04-17T13:09:41.151Z","4.3.0"
1,"Aplikasi menyusahkan ga bisa bayar , eror mulu kerjaan nya gajelas","2024-04-17T09:45:21.282Z","4.3.1"
1,"Sudah daftar lama tapi masih nunggu verifikasi. Gimana ini.?","2024-04-17T06:21:37.160Z","4.3.1"
2,"Sandi sudah di restart melalui email tapi Selakau gagak ketika ingin membuka QR code melalui apk,selalu kata sandi salah","2024-04-17T05:32:42.900Z","4.3.1"
1,"Masyarakat butuh BBM buat kerja setiap hari... Na kok daftar sudah 2 minggu masih status nunggu verifikasi.... Kerja macam apa kalian ini.......","2024-04-17T04:41:10.749Z",
1,"Mau login Benerin Verifikasi foto yg kurang jelas,nunggu kode Verifikasi via email gk dikrim kirim, nunggu harga BBM turun lg apa? Kocak niat memudahkan malah mempersulit.giliran akun terverifikasi malah sudah masukan akun lagi,dan akun suruh daftra ulang,ini dana yang masuk pasti gk main main ini untuk program MyPertamina,giliran Vidio call center,gak di jawab jawab sampek 30mnt,Niat gak woe.","2024-04-17T04:27:53.432Z","4.3.1"
1,"kenapa pembayaran via ovo tidak bisa?","2024-04-17T04:02:20.185Z","4.3.1"
1,"Update mulu. Gak bisa bikin apk kah?","2024-04-17T03:53:24.345Z","4.3.1"
1,"Verifikasi nya lama sekali. Sudah 1 minggu ini.. kalo belum siap ga usah buat aplikasi. Bukan mempermudah, malah menyusah kan saja","2024-04-17T03:40:36.576Z","4.3.1"
5,"Cara mengaktifkan nya susa","2024-04-17T03:39:48.597Z","4.3.1"
1,"sudah terverifikasi tapi tiba-tiba datanya hilang. jadi harus daftar ulang dan nunggu verifikasi yang hingga 14 hari itu. udah antri ngisi pertalite berjam-jam tiba-tiba jadi ga bisa ngisi karena status yang tadinya sudah terverifikasi menjadi hilang. waktu yang sudah terbuang untuk ngantri tidak bisa kembali. zalim banget.","2024-04-17T02:58:47.828Z","4.3.1"
4,"Good","2024-04-17T00:21:34.942Z","4.3.1"
5,"Ok","2024-04-16T23:53:31.400Z","4.3.0"
1,"sangat mengecewakan, ini namanya mempersulit , verifikasi nunggu kelamaan , sudah sebulan belum di verifikasi, ini petugas kerjanya tidur atau gimana","2024-04-16T22:18:48.685Z","4.3.1"
5,"Saya sangat terbantu dengan adanya Mypertsmina ini, terimakasih.","2024-04-16T21:16:09.770Z","4.3.0"
2,"Beli bbm tambah susah pengalaman sy tangki sudah kosong isi tapi pompanya error,gak bisa di isi lagi harus nunggu 2 jam. Ke pom lain juga gak bisa. Kiriman barang jadi tertunda 2 jam belum ngantrinya di pengisian bbm. Ini Aplikasi di sy cuma buat bikin barkot doang,ganti no hp pun gak bisa.","2024-04-16T16:26:28.814Z","4.3.1"
3,"Sekedar saran,, kalau bisa di bikin barcode per plat kendaraan,, untuk R4 sehari 1 kali aja barcode nya bisa di gunakan,,, kalau R2 sehari 2 kali,,,biar BBM subsidi bisa tepat sasaran","2024-04-16T14:08:28.710Z",
1,"Penambahan kendaraan tidak bisa muncul di akun mypertamina","2024-04-16T13:41:13.498Z","4.3.1"
5,"Aplikasi msh buruk. Belum siap pakai. Gak bisa di pakai. Gagal maning gagal maning.","2024-04-16T11:30:20.906Z","4.3.1"
5,"Nunggu verifi lama","2024-04-16T11:28:39.576Z",
1,"Tiap mau isi bensin ke pom gangguan terus, apa emng dari aplikasi atau pom nya yg bermasalah, mana pembaruan terus","2024-04-16T11:21:35.538Z",
1,"gabisa donlod qr code untuk subsidi pertalite lewat aplikasi ini. kalo lewat website nya baru bisa. payah banget. tolong dioptimalisasi lagi aplikasinya.","2024-04-16T10:00:14.692Z","4.3.1"
5,"Salam NuSanTara","2024-04-16T09:28:19.918Z","4.3.1"
3,"Tolong dong fitur reset barcode nya di aktifkan. Sya mau reset gk bisa.","2024-04-16T09:25:54.805Z","4.3.1"
5,"mantap","2024-04-16T05:14:49.760Z","4.3.1"
1,"Sudah 5 hari belum di verifikasi..gimana mau isi bbm ini...kalau mau bikin aturan di permudah lah prosesnya..harusnya dari SPBU setempat verifikasi nya agar orang daftar langsung jadi..tolong di perbaikin tks.","2024-04-16T02:07:45.310Z","4.3.1"
1,"Aman dan lancar","2024-04-16T01:02:12.527Z","3.6.2"
1,"lama banget yang mau di verifikasi oleh petugas cuman mau buat barcode lamanya minta ampun","2024-04-15T15:30:24.793Z","4.3.1"
5,"Like this","2024-04-15T14:12:08.151Z","4.3.1"
1,"sudah seminggu lebih pendaftaran subsidi tepat masih menunggu verifikasi,dan aplikasi sush login","2024-04-15T12:49:02.510Z",
1,"Aplikasi waduk teu nyambung update QR di SPBU invalid... Emang ude di cap setiap sektor divisi juga NU di cagap ku Pertamina mah Weh NU malulu ... alias tetap teu pro ... Jeng mumul maca keluhan ... Loba ngala duit teu niat ngabangun bangsa","2024-04-15T12:03:21.636Z","4.3.1"
5,"Bagus","2024-04-15T08:15:06.918Z","4.3.1"
1,"SDH lama antri ngak ada himbauan untuk menggunakan barcode... LAH POM MINI ITU BELI PAKAI BARCODE JUGA KAH..?? MACAM BERLIMPAH BETUL STOK POM MINI","2024-04-15T08:07:25.258Z","4.3.1"
1,"Aplikasi error melulu di Android menyulitkan ,lewat Web mypertamina baru membantu untuk registrasi QR nya,mohon di perhatikan serius untuk perusahaan sekelas Pertamina aplikasi untuk membantu bukan menyulitkan","2024-04-15T06:13:38.424Z","4.3.1"
1,"Bntr2 update kya abg aj","2024-04-15T05:49:10.176Z","4.3.1"
5,"Alhamdulillah sekararang sudah mendapatkan poin","2024-04-15T05:20:33.985Z","4.3.1"
1,"Padahal udah dari dlu aku buat akun my pertamina, sekarang disuruhnya verifikasi kembali lagi dan ajgnya nunggu verifikasinya lama bangett","2024-04-15T04:08:18.507Z","4.3.1"
5,"Mantap","2024-04-15T02:12:59.125Z","4.3.1"
5,"Mantul","2024-04-14T20:22:13.425Z",
1,"Metode pembayaran ovo down","2024-04-14T18:02:11.432Z","4.3.1"
5,"Sangat membantu","2024-04-14T15:20:46.900Z","4.3.1"
1,"Padahal saya beli/bayar bensin bukan gratisan tapi malah aplikasinya saat digunakan lemot (loading) sampai membuat antrian panjang yang akhirnya saya tidak jadi beli(SPBU. 34-40204). Dan ketika beli di SPBU lain malah digantung transaksi sebelumnya sehingga tidak bisa isi bensin.","2024-04-14T14:51:09.590Z","4.3.1"
1,"Sudah daftar, tapi mau masuk gak bisa bisa. Aplikasi aneh","2024-04-14T11:52:08.204Z","4.3.1"
5,"Mantap","2024-04-14T11:44:10.205Z","4.2.4"
2,"Koq email saya belum terkonfirmasi?","2024-04-14T10:23:52.429Z","4.3.1"
1,"Ghji","2024-04-14T08:50:03.335Z","4.3.1"
1,"Pas mau scen bacot nya gak berlaku lg buat susa aja","2024-04-14T06:31:04.767Z","4.3.1"
1,"Aplikasi ribet. Daftar lama verifikasi dll. Sangat menyulitkan bagi yg awam teknologi.","2024-04-14T04:25:02.169Z","4.3.1"
5,"Mantap mypertamina dipakay ovo bisa mobil jadi lancar👍👍","2024-05-08T04:44:56.783Z",
5,"Okkey","2024-05-08T04:13:04.288Z",
1,"Aplikasi nya eror ga bs masukk","2024-05-08T03:07:40.983Z","4.3.2"
5,"Ok baik","2024-05-08T02:58:35.390Z","4.3.2"
5,"Ok","2024-05-08T02:44:25.958Z","4.3.2"
5,"Saya blm tau cara mendaftar barcode BBM subsidi solar","2024-05-08T02:39:13.300Z","4.3.2"
1,"data sdh di masukkan, sdh juga daftar, tapi ketika di cek/periksa, data tidak di temukan.... aplikasi apaan ini","2024-05-08T02:35:48.337Z",
1,"Pelayanan paling buruk terhadap konsumen attitude ga ada","2024-05-08T02:11:26.391Z","4.3.2"
1,"punya saya bio solar kok bisa terdaftar pertalite, jadinya harus ngecer tiap hari mana 8000 per liter","2024-05-08T00:56:07.750Z",
1,"Aplikasi aneh, ketika upload foto kendaraan selalu salah, sudah hampir 10 x mencoba..,. Benar2 aplikasi tidak berguna..menyusahkan saja Pusßing","2024-05-07T21:53:40.801Z","3.7.7"
1,"Kenapa informasi saya di aplikasi MyPertamina bisa bocor ke darkweb?? Siapa kah yang harus bertanggung jawab?","2024-05-07T16:13:41.100Z","2.0.0.1"
1,"Aplikasi ribet lha mbok yg simple, buka hrs pakai password sgl lihat barcode mau cetak muter"" banyak sulitnya gak ketemu. Di SPBU minta barcode di hp petugas sy suruh buka sendiri bingung yang ada hanya nopolnya. Ya tetep dilayani Piye jal... Setelah sampai rumah penasaran coba buka langsung pakai web digoogle subsiditepat.mypertamina malah cepat miski pakai otp namun barcode ada detail mobil ada semua. Lha sing simple wae pertanyaannya apa ini aplikasi dikelola pihak 3 ya?.","2024-05-07T16:09:44.941Z","4.3.0"
5,"Mantab","2024-05-07T13:15:39.779Z","4.3.2"
5,"Pengoperasian mudah.walau awal nya susah.permudah dalam antrian pertalite","2024-05-07T12:49:18.828Z","4.3.2"
1,"Bapuk, kesalahan mulu, ga bisa menghilangkan ke e-money","2024-05-07T12:26:55.251Z","4.3.2"
1,"aplikasi belum layak dipakai...buat susah","2024-05-07T11:56:52.407Z",
1,"Prosedur kalian merepotkan masyarakat. Jangan terlalu pikirkan kemajuan teknologi, tapi pertimbangkan kesenjangan dulu","2024-05-07T11:47:41.594Z",
4,"Awalnya saya kasih bintang 1, krn: Semua pertanyaan yg jawab adalah robot (via Aplikasi my pertamina,Via Instahram, Via WA, Via email pcc135). Setelah email kembali dgn subject PTM-20240129, barulah yg jawab petugas manusia (bukan mesin auto chat/auto email). Dan setelah 3 kali penolakan dgn alasan foto bpkb salah halaman, foto mobil belum tampak samping kelihatan jumlah roda dan nopol jelas. Barulah persetujuan didapat. Saya beri bintang 4 karena setiap pengajuan Banding diproses cepet 2hari","2024-05-07T11:40:54.700Z","4.3.2"
2,"Mau masukan metode pembayaran debit Mandiri. Malah di bilang tidak terdeteksi.padahal sudah benar masukan dan masa aktifnya sampe 2029. gimana sih aplikasinya ini.kalo aplikasi belum 100%ready jgn lah di publikasi dulu.jd menyusahkan.bukannya memudahkan ini","2024-05-07T11:34:13.860Z","4.3.2"
1,"Satu kata... PAYAH harusnya diperbaiki dulu ini aplikasi, rampungkan. Ini menyulitkan saja, dan banyak yg jadikan bisnis malahan","2024-05-07T09:53:51.585Z","4.3.2"
3,"Lama bgt nunggu ferisvikasi kan .udh 6 jam ga selesaiel selesai .mohon di bantu kak","2024-05-07T09:08:29.254Z","4.3.2"
